,Address,Postcode,Size in m²,Rooms,Prize in €,Price/Sqm,Latitude,Longitude
1964,Carnapstraat                       , 1062 KT ,92.0,3,2500.0,27.17391304347826,52.354139,4.8392919999999995
1966,Albert Cuypstraat                       , 1073 BJ ,36.0,2,2150.0,59.72222222222222,52.354637,4.886776
1967,Prinsengracht                       , 1015 DS ,77.0,2,1700.0,22.07792207792208,52.366089,4.882537999999999
1968,Ten Katestraat 47                       , 1053 BX ,50.0,2,3500.0,70.0,52.36625,4.867339
1969,Amstelkade 176 2                       , 1078 BA ,100.0,4,4500.0,45.0,52.348101,4.887525
1970,Dapperstraat                       , 1093 BP ,51.0,3,2500.0,49.01960784313725,52.362814,4.92739
1971,Govert Flinckstraat                       , 1072 EM ,31.0,1,3000.0,96.77419354838707,52.355581,4.895827
1973,Kinkerstraat 81 H                       , 1053 DH ,40.0,3,1700.0,42.5,52.366896999999994,4.871441
1975,Het Breed                       , 1025 HW ,102.0,3,4000.0,39.215686274509814,52.396408,4.9394029999999995
1976,Nieuwe Prinsengracht 98 3                       , 1018 VW ,60.0,2,3000.0,50.0,52.363831,4.909619
1978,Amstelkade 127 2                       , 1078 AS ,102.0,3,3150.0,30.882352941176467,52.347828,4.893222
1979,Van Nijenrodeweg                       , 1082 HE ,82.0,3,3000.0,36.58536585365854,52.327461,4.858417
1980,Teilingen                       , 1082 JP ,150.0,3,4100.0,27.33333333333333,52.326266,4.871666
1981,Tweede Helmersstraat                       , 1054 CH ,120.0,3,2950.0,24.58333333333333,52.364242,4.875783
1983,De Genestetstraat                       , 1054 AW ,85.0,2,5400.0,63.529411764705884,52.365415999999996,4.876657
1984,Weteringschans                       , 1017 XJ ,95.0,2,4000.0,42.10526315789474,52.359406,4.895233
1985,Goudsbloemstraat 107 D                       , 1015 JK ,55.0,2,2300.0,41.81818181818182,52.380576,4.883781
1986,Gustav Mahlerlaan 859                       , 1082 MK ,92.0,3,3500.0,38.04347826086956,52.336455,4.870057
1987,Amstelvlietstraat 612                       , 1096 GG ,141.0,4,4350.0,30.85106382978724,52.339106,4.918462
1988,Gerard Doustraat 1 D2                       , 1072 VG ,90.0,3,3500.0,38.888888888888886,52.355354,4.8874580000000005
1989,IJdoornlaan 251 F1                       , 1024 KM ,122.0,3,2050.0,16.80327868852459,52.392734999999995,4.956114
1990,Brouwersgracht 248 B                       , 1013 HE ,62.0,2,2800.0,45.161290322580655,52.382417,4.885611
1992,Middenweg 9 3                       , 1098 AA ,65.0,2,2800.0,43.07692307692307,52.352562,4.932814
1993,Keizersgracht 51 A                       , 1015 CE ,83.0,3,3450.0,41.56626506024097,52.365631,4.886432
1994,Overtoom                       , 1054 LM ,43.0,2,2500.0,58.139534883720934,52.361024,4.868881
1995,Catharina van Rennesstraat 5 2                       , 1077 KW ,106.0,4,4450.0,41.9811320754717,52.342704,4.875934
1996,Valkenburgerstraat                       , 1011 NB ,46.0,2,2300.0,50.0,52.369578000000004,4.906694
1997,Kloveniersburgwal 105 B                       , 1011 KB ,61.0,2,2150.0,35.24590163934426,52.368813,4.8971290000000005
1999,Prinsengracht                       , 1017 JV ,85.0,2,3150.0,37.058823529411775,52.362122,4.898975
2000,Zieseniskade 22 2                       , 1017 RT ,65.0,2,2500.0,38.46153846153846,52.361676,4.886241
2001,Eerste Atjehstraat 103 H                       , 1094 KG ,49.0,2,2500.0,51.02040816326532,52.362734,4.937099
2002,Ertskade 250                       , 1019 EZ ,127.0,4,3700.0,29.133858267716537,52.374849,4.945041000000001
2004,Amstel 14                       , 1017 AA ,50.0,2,2800.0,56.0,52.366943,4.894429
2005,Hofmeyrstraat 42 I                       , 1091 NA ,55.0,2,1700.0,30.90909090909091,52.35082,4.917127
2006,Maassluisstraat                       , 1062 GS ,41.0,1,1950.0,47.5609756097561,52.349216,4.836661
2007,Wouwermanstraat                       , 1071 LX ,75.0,4,4500.0,60.0,52.354997,4.8793169999999995
2008,Ruysdaelstraat                       , 1071 XB ,75.0,3,2500.0,33.333333333333336,52.354581,4.886157
2009,Vaartstraat 62 A                       , 1075 RR ,65.0,3,3000.0,46.153846153846146,52.350229,4.854125
2012,Graafschapstraat 4                       , 1079 PE ,95.0,3,2200.0,23.157894736842106,52.339995,4.894116
2013,Marnixkade 62 II                       , 1015 XW ,55.0,3,2150.0,39.09090909090909,52.379613,4.879283
2014,Van Oldenbarneveldtstraat                       , 1052 JV ,115.0,3,3650.0,31.73913043478261,52.375406,4.8746
2015,Faas Wilkesstraat 307                       , 1095 MD ,50.0,2,2500.0,50.0,52.372890000000005,4.968642
2016,Nieuwe Herengracht 31 E                       , 1011 RM ,62.0,2,3000.0,48.38709677419354,52.36642,4.903058000000001
2017,Sarphatistraat 490                       , 1018 GW ,61.0,3,3150.0,51.639344262295076,52.363356,4.918976
2018,Utrechtsestraat 128 II                       , 1017 VT ,35.0,2,2000.0,57.14285714285714,52.361315999999995,4.899106
2019,Warmoesstraat 36 II                       , 1012 JE ,50.0,2,1700.0,34.0,52.375759,4.898664
2020,Keizersgracht 71 II-A                       , 1015 CE ,72.0,2,3500.0,48.611111111111114,52.363145,4.895709
2022,Kromme-Mijdrechtstraat                       , 1079 KR ,60.0,2,3500.0,58.33333333333334,52.347187,4.908138
2023,Brouwersgracht 248 C                       , 1013 HE ,78.0,2,3000.0,38.46153846153846,52.382417,4.885611
2024,Nieuwezijds Voorburgwal                       , 1012 RT ,117.0,3,2950.0,25.213675213675213,52.369852,4.889543
2025,Hoofdweg 228 I                       , 1057 DG ,57.0,2,3500.0,61.403508771929815,52.36704,4.852866000000001
2026,Eerste Weteringdwarsstraat 44 K                       , 1017 TP ,39.0,2,2150.0,55.12820512820514,52.361691,4.889897
2027,Robert Fruinlaan 29 II                       , 1065 XZ ,60.0,3,2000.0,33.333333333333336,52.363690000000005,4.828212000000001
2028,Herengracht 92 2V                       , 1015 BS ,90.0,2,3500.0,38.888888888888886,52.376661999999996,4.889244000000001
2029,Koningin Wilhelminaplein                       , 1062 HJ ,66.0,1,2400.0,36.36363636363637,52.356321,4.838934
2030,John Franklinstraat 59 C                       , 1056 SZ ,50.0,3,2600.0,52.0,52.372489,4.8535639999999995
2031,Groen van Prinstererstraat                       , 1051 EG ,75.0,3,2500.0,33.333333333333336,52.383303999999995,4.872180999999999
2032,Recht Boomssloot                       , 1011 EC ,60.0,1,2500.0,41.66666666666666,52.372563,4.9029370000000005
2034,John Franklinstraat 59 3                       , 1056 SZ ,55.0,3,2600.0,47.27272727272727,52.372507,4.853572
2035,Plantage Parklaan 18 3                       , 1018 ST ,53.0,2,2500.0,47.16981132075472,52.357201,4.835614
2036,Govert Flinckstraat                       , 1072 EL ,40.0,2,2300.0,57.5,52.355581,4.895827
2037,Burgemeester Hogguerstraat 1213                       , 1064 EK ,48.0,2,2300.0,47.91666666666666,52.373734999999996,4.828029
2038,Nida Senffstraat                       , 1095 MX ,68.0,2,3000.0,44.11764705882353,52.372578999999995,4.964555000000001
2039,Oeverpad 505                       , 1068 PM ,124.0,4,3500.0,28.22580645161291,52.363601,4.807718
2040,Nieuwe Achtergracht 67 2                       , 1018 WL ,50.0,3,3000.0,60.0,52.362837,4.908221
2041,Nicolaas Anslijnstraat                       , 1068 WT ,60.0,2,1300.0,21.66666666666667,52.357572,4.807961
2042,Van Breestraat                       , 1071 ZN ,85.0,3,3650.0,42.941176470588225,52.356006,4.873316
2043,Lange Leidsedwarsstraat 70 C                       , 1017 NM ,51.0,2,3000.0,58.82352941176471,52.364746999999994,4.883314
2044,Jan van Zutphenstraat                       , 1069 RS ,97.0,3,2600.0,26.804123711340214,52.349978,4.799207
2045,Amstelveenseweg 920 B                       , 1081 JN ,79.0,3,3500.0,44.303797468354425,52.327126,4.85723
2046,Van Spilbergenstraat 53 I                       , 1057 PZ ,48.0,2,3000.0,62.5,52.365984000000005,4.851851
2047,Julius Pergerstraat 57                       , 1087 KN ,82.0,3,2500.0,30.48780487804878,52.352025,5002068.0
2048,Arent Janszoon Ernststraat                       , 1082 LD ,30.0,2,2500.0,83.33333333333333,52.332122,4.888758
2049,Karspeldreef                       , 1101 CJ ,31.0,1,1350.0,43.548387096774185,52.30831,4.956601999999999
2050,Naritaweg                       , 1043 BS ,33.0,1,1900.0,57.57575757575758,52.387916,4.821086
2052,Brouwersgracht 248 F                       , 1013 HE ,62.0,2,2500.0,40.32258064516129,52.382417,4.885611
2055,Willem Frederik Hermansstraat                       , 1011 DG ,105.0,4,4350.0,41.42857142857143,52.375959,4.907717
2056,Haarlemmer Houttuinen 27 B                       , 1013 GL ,73.0,3,4000.0,54.794520547945204,52.380772,4.892018
2057,Palamedesstraat                       , 1054 HS ,58.0,2,3000.0,51.72413793103448,52.362665,4.876451
2058,Pieter Cornelisz. Hooftstraat                       , 1071 BT ,49.0,2,2500.0,51.02040816326532,52.360053,4.879957
2060,Pieter Cornelisz. Hooftstraat 153 I                       , 1071 BT ,60.0,2,3500.0,58.33333333333334,52.359119,4.87686
2061,Jacob Obrechtstraat 67 G                       , 1071 KJ ,212.0,5,9500.0,44.81132075471698,52.354302000000004,4.8769160000000005
2063,Van Eeghenstraat 44 II                       , 1071 GJ ,67.0,3,4350.0,64.92537313432835,52.357979,4.875097
2064,Muntplein 2 E                       , 1012 WR ,84.0,3,2200.0,26.190476190476193,52.367405,4.893165
2065,Van Ostadestraat                       , 1072 SW ,59.0,3,3150.0,53.38983050847458,52.353859,4.902028
2066,Eerste Weteringdwarsstraat                       , 1017 TP ,43.0,2,3500.0,81.3953488372093,52.361825,4.889364
2067,Eerste Weteringdwarsstraat                       , 1017 TN ,44.0,2,3500.0,79.54545454545455,52.361825,4.889364
2068,Zeeburgerdijk                       , 1093 SJ ,47.0,2,3500.0,74.46808510638297,52.365531,4.939512000000001
2070,Chet Bakerstraat                       , 1066 GJ ,102.0,3,2500.0,24.509803921568626,52.344525,4.826192
2071,Barentszstraat 16                       , 1013 NR ,50.0,2,2000.0,40.0,52.389227000000005,4.889309
2072,Muntplein 2 H                       , 1012 WR ,69.0,2,3000.0,43.47826086956522,52.367405,4.893165
2073,Carnapstraat                       , 1062 KT ,73.0,2,1950.0,26.71232876712329,52.354139,4.8392919999999995
2074,P. Hans Frankfurthersingel                       , 1060 TR ,38.0,1,2350.0,61.842105263157904,52.345288000000004,4.794045
2075,Van Spilbergenstraat 6 1                       , 1057 PV ,53.0,3,1700.0,32.075471698113205,52.364548,4.852353
2076,Peelstraat                       , 1079 RN ,62.0,2,2500.0,40.32258064516129,52.339065000000005,4.900357
2077,Gelrestraat                       , 1079 MZ ,55.0,2,3000.0,54.54545454545455,52.339345,4.893381
2078,Kinkerstraat 304 I                       , 1053 GC ,44.0,3,1700.0,38.63636363636363,52.365146,4.863592
2079,Valkhof                       , 1082 VJ ,80.0,3,2500.0,31.25,52.331756,4.871159
2080,Van Spilbergenstraat 53 II                       , 1057 PZ ,48.0,2,3000.0,62.5,52.365984000000005,4.851851
2081,Overtoom                       , 1054 LM ,48.0,2,2500.0,52.08333333333334,52.361024,4.868881
2082,Ferdinand Bolstraat                       , 1072 LE ,50.0,2,2150.0,43.0,52.350566,4.891676
2083,Ceintuurbaan                       , 1074 EB ,60.0,2,2800.0,46.66666666666666,52.354812,4.9010370000000005
2084,Brouwersgracht 248 C                       , 1013 HE ,78.0,2,3000.0,38.46153846153846,52.382417,4.885611
2085,Stadionkade 122 IV                       , 1076 BR ,61.0,4,3000.0,49.18032786885247,52.342952000000004,4.860743
2088,Van Nijenrodeweg                       , 1082 HS ,39.0,2,2350.0,60.256410256410255,52.327461,4.858417
2089,Leiduinstraat 24 II                       , 1058 SK ,59.0,3,3000.0,50.847457627118644,52.353611,4.846742
2091,Eef Kamerbeekstraat                       , 1095 MP ,63.0,2,1400.0,22.222222222222207,52.372494,4.966063
2092,Eef Kamerbeekstraat                       , 1095 MP ,80.0,3,3000.0,37.5,52.372494,4.966063
2094,Ter Boede 14 2                       , 1082 CD ,84.0,3,2150.0,25.595238095238088,52.325472,4.877379
2095,Wijdesteeg                       , 1012 RN ,62.0,2,3500.0,56.45161290322582,52.371607,4.889978
2096,Stadionweg                       , 1077 SZ ,120.0,4,3650.0,30.41666666666667,52.345615,4.859659
2097,President Brandstraat 316                       , 1091 WS ,58.0,3,2500.0,43.10344827586207,52.353199,4.916515
2099,Westerstraat                       , 1015 ML ,50.0,2,2750.0,55.0,52.377634,4.879553
2100,Keizersgracht 135 II+III.                       , 1015 CK ,125.0,3,6200.0,49.6,52.375988,4.886961
2101,Berenstraat                       , 1016 GH ,65.0,3,3150.0,48.46153846153846,52.370433,4.882517
2102,Tweede Looiersdwarsstraat 3 B                       , 1016 VN ,70.0,2,3500.0,50.0,52.368708000000005,4.879919999999999
2103,Spuistraat                       , 1012 VP ,54.0,2,3500.0,64.81481481481481,52.37056,4.889144
2104,Prinsengracht 234 E                       , 1016 HE ,60.0,3,3000.0,50.0,52.372383,4.882552
2105,Keizersgracht 760 1                       , 1017 EZ ,22.0,2,1150.0,52.27272727272727,52.363508,4.898005
2106,Spuistraat 3 H                       , 1012 SP ,62.0,3,5000.0,80.64516129032258,52.369254,4.888593
2107,Burgemeester Hogguerstraat                       , 1064 EB ,51.0,2,2500.0,49.01960784313725,52.373284999999996,4.829275
2108,Gulden Kruis                       , 1103 BK ,100.0,4,2500.0,25.0,52.31862,4.966166
2109,George Gershwinlaan 141                       , 1082 MT ,124.0,3,5500.0,44.35483870967741,52.335851,4.872946
2110,Korte Prinsengracht                       , 1013 GN ,100.0,3,2950.0,29.5,52.382197999999995,4.890019000000001
2111,Kijkduinstraat                       , 1055 XZ ,52.0,3,2300.0,44.230769230769226,52.383184,4.853087
2112,Burgemeester Hogguerstraat                       , 1064 EB ,51.0,2,2300.0,45.09803921568629,52.373284999999996,4.829275
2113,Brouwersgracht 248 C                       , 1013 HE ,78.0,2,3000.0,38.46153846153846,52.382417,4.885611
2116,Papendrechtstraat                       , 1106 BN ,76.0,3,2300.0,30.26315789473684,52.298322999999996,4.976282
2117,Keizersgracht 34 C                       , 1015 CR ,134.0,3,2950.0,22.01492537313433,52.378834999999995,4.888676
2118,Spijkerkade                       , 1021 JS ,30.0,1,2700.0,90.0,52.38487,4.921021
2119,Joh.M. Coenenstraat                       , 1071 WH ,95.0,3,6000.0,63.157894736842096,52.351411999999996,4.879837
2121,Nieuwe Kerkstraat                       , 1018 EB ,65.0,2,2000.0,30.76923076923077,52.364746999999994,4.908655
2122,Midscheeps                       , 1034 TL ,84.0,4,2500.0,29.761904761904763,52.412397,4.918023000000001
2124,Teilingen                       , 1082 JS ,129.0,3,4750.0,36.821705426356594,52.326266,4.871666
2125,Teilingen                       , 1082 JR ,55.0,2,2800.0,50.90909090909091,52.326266,4.871666
2126,Teilingen                       , 1082 JR ,91.0,3,4150.0,45.604395604395606,52.326266,4.871666
2127,Willem Frederik Hermansstraat 95                       , 1011 DG ,90.0,3,2500.0,27.777777777777786,52.376357,4.907598
2128,Koningin Wilhelminaplein                       , 1062 HJ ,66.0,1,1750.0,26.51515151515152,52.356321,4.838934
2129,Singel                       , 1012 VC ,70.0,2,3000.0,42.857142857142854,52.375858,4.891292
2130,Bos en Lommerplantsoen 69 E                       , 1055 AA ,29.0,1,2500.0,86.20689655172414,52.375809000000004,4.844188
2131,Van Eeghenstraat 30 2                       , 1071 GH ,65.0,3,5000.0,76.92307692307692,52.358181,4.875858
2132,Prinsengracht 1061 1                       , 1017 JG ,130.0,3,4000.0,30.76923076923077,52.362404999999995,4.89927
2133,Spinhuissteeg 16 1+2+3+4                       , 1012 CJ ,85.0,2,3050.0,35.882352941176464,52.370197999999995,4.897393
2134,Staalstraat 14 3A                       , 1011 JL ,65.0,2,2500.0,38.46153846153846,52.368336,4.896973
2135,Mosveld 45 1                       , 1031 AC ,75.0,3,3000.0,40.0,52.390755,4.913443
2137,Burgemeester Hogguerstraat 1189                       , 1064 EK ,48.0,2,2350.0,48.95833333333334,52.373729,4.827983000000001
2138,Van Limburg Stirumstraat                       , 1051 AZ ,71.0,3,2150.0,30.28169014084507,52.383494,4.876727
2139,Minervalaan                       , 1077 NP ,130.0,6,5500.0,42.30769230769232,52.342892,4.873114
2140,IJdoornlaan 1487 C                       , 1034 BM ,38.0,1,2350.0,61.842105263157904,52.404161,4.927333
2141,Bos en Lommerplantsoen                       , 1055 AA ,30.0,1,2500.0,83.33333333333333,52.376121999999995,4.845535
2142,Uiterwaardenstraat 225 A                       , 1079 CN ,85.0,3,4350.0,51.17647058823529,52.3425,4.897963
2143,Kerkstraat                       , 1017 GC ,70.0,2,4500.0,64.28571428571429,52.362922999999995,4.898906
2144,Kloveniersburgwal                       , 1011 KB ,75.0,2,2000.0,26.66666666666667,52.370961,4.898727
2145,Brouwersgracht 248 F                       , 1013 HE ,62.0,2,2500.0,40.32258064516129,52.382417,4.885611
2146,Brouwersgracht 248 B                       , 1013 HE ,62.0,2,2800.0,45.161290322580655,52.382417,4.885611
2147,Minervalaan                       , 1077 NP ,123.0,5,3650.0,29.67479674796748,52.342892,4.873114
2148,Lomanstraat                       , 1075 PS ,220.0,5,8000.0,36.36363636363637,52.351284,4.859917
2149,Overtoom                       , 1054 LN ,62.0,2,3500.0,56.45161290322582,52.361024,4.868881
2150,Amerbos                       , 1025 ZD ,77.0,3,2350.0,30.51948051948052,52.403942,4.941201
2152,Hectorstraat 29 1                       , 1076 PN ,73.0,3,3000.0,41.0958904109589,52.344564,4.865655
2153,Hoofdweg 63 I                       , 1058 AX ,48.0,3,2200.0,45.83333333333334,52.36118,4.852951
2154,Delflandplein 112                       , 1062 HV ,74.0,3,2500.0,33.78378378378378,52.349607,4.839925
2155,Keizersgracht 480                       , 1017 EG ,25.0,2,1700.0,68.0,52.364035,4.892455
2156,Albrecht Dürerstraat 37 II                       , 1077 LX ,120.0,4,5000.0,41.66666666666666,52.34798,4.876123000000001
2157,Anjeliersstraat                       , 1015 NJ ,48.0,2,2800.0,58.33333333333334,52.377579,4.88245
2158,Spinozastraat                       , 1018 HJ ,57.0,3,5000.0,87.71929824561407,52.361078000000006,4.910792
2159,Jan van Duivenvoordestraat                       , 1067 MT ,92.0,3,2500.0,27.17391304347826,52.378549,4.802617
2160,Reguliersdwarsstraat                       , 1017 BK ,48.0,2,2000.0,41.66666666666666,52.365895,4.894534999999999
2161,Valeriusstraat 30 II                       , 1071 MJ ,160.0,6,7900.0,49.375,52.353221999999995,4.865353
2162,Zeeburgerkade                       , 1019 VK ,67.0,3,2500.0,37.3134328358209,52.369334,4.94436
2163,Eerste Atjehstraat                       , 1094 KG ,60.0,2,3000.0,50.0,52.362652000000004,4.937921
2164,Slangenburg                       , 1082 JT ,86.0,3,3500.0,40.69767441860465,52.330156,4.874194999999999
2165,Nieuwebrugsteeg                       , 1012 AH ,110.0,3,3650.0,33.18181818181818,52.376256,4.89957
2166,Welnastraat                       , 1096 GJ ,28.0,1,2350.0,83.92857142857143,52.339568,4.919455
2167,Frans Halsstraat 78 E                       , 1072 BV ,69.0,2,3150.0,45.65217391304348,52.355601,4.888408999999999
2168,Leidsegracht 24 2                       , 1016 CL ,147.0,3,4000.0,27.210884353741488,52.383942,4.8723
2169,Reguliersdwarsstraat                       , 1017 BJ ,60.0,2,2500.0,41.66666666666666,52.365895,4.894534999999999
2170,Vechtstraat                       , 1079 JT ,65.0,3,2500.0,38.46153846153846,52.344608,4.906866
2172,Zoutsteeg 24                       , 1012 LX ,49.0,2,2300.0,46.938775510204074,52.374245,4.89353
2173,Prins Hendrikkade                       , 1011 AJ ,85.0,2,3150.0,37.058823529411775,52.378884,4.895995
2174,Keizersgracht 133 C                       , 1015 CJ ,155.0,3,6200.0,40.0,52.376033,4.887034
2175,Brouwersgracht 248 K                       , 1013 HE ,60.0,2,2150.0,35.833333333333336,52.382417,4.885611
2177,Dam                       , 1012 JS ,134.0,4,3000.0,22.38805970149253,52.372726,4.892135
2178,Stadhouderskade                       , 1074 AZ ,96.0,2,2500.0,26.04166666666667,52.361805,4.8818839999999994
2179,Valkenburgerstraat                       , 1011 NB ,46.0,2,2500.0,54.34782608695652,52.369578000000004,4.906694
2180,Rondeel                       , 1083 ME ,105.0,3,3050.0,29.04761904761905,52.327495,4.880712
2181,Ruysdaelkade                       , 1072 AV ,70.0,2,3500.0,50.0,52.36035,4.886607
2182,Emmy Andriessestraat                       , 1087 NE ,105.0,3,2000.0,19.047619047619047,52.346995,5009678.0
2183,Eef Kamerbeekstraat 688                       , 1095 MP ,89.0,3,2650.0,29.775280898876403,52.371265,4.967746
2184,Van Spilbergenstraat                       , 1057 RN ,50.0,3,3000.0,60.0,52.367038,4.851559
2185,Kalverstraat                       , 1012 XJ ,93.0,2,4350.0,46.774193548387096,52.369735,4.891233000000001
2186,Oostenburgervoorstraat 3 C                       , 1018 MN ,61.0,2,3000.0,49.18032786885247,52.369638,4.923306
2187,Lange Leidsedwarsstraat 70 D                       , 1017 NM ,66.0,2,3000.0,45.45454545454545,52.364746999999994,4.883314
2188,Lange Leidsedwarsstraat 70 A                       , 1017 NM ,55.0,2,2300.0,41.81818181818182,52.364746999999994,4.883314
2189,Egelantiersstraat 143 B                       , 1015 RA ,181.0,6,8550.0,47.23756906077348,52.375991,4.879427
2190,Wijenburg 153                       , 1082 VS ,67.0,3,4000.0,59.70149253731344,52.331058,4.872312
2191,Onstein 76                       , 1082 KL ,71.0,3,3000.0,42.25352112676056,52.331108,4.869378
2192,Oudezijds Voorburgwal                       , 1012 EX ,138.0,3,3650.0,26.44927536231884,52.372452,4.896855
2193,Reestraat 11 2                       , 1016 DM ,62.0,2,2350.0,37.903225806451616,52.372309,4.884094999999999
2194,Quellijnstraat 80 HB                       , 1072 XW ,65.0,2,4450.0,68.46153846153847,52.356685,4.890126
2195,Gelrestraat                       , 1079 MZ ,51.0,2,2500.0,49.01960784313725,52.339345,4.893381
2199,Prinsengracht 1055 A-I                       , 1017 JE ,50.0,2,3500.0,70.0,52.362294,4.898699
2200,Prinsengracht 1055 A-II                       , 1017 JE ,50.0,2,3500.0,70.0,52.362294,4.898699
2201,Prinsengracht 1055 A-III                       , 1017 JE ,100.0,5,3500.0,35.0,52.362294,4.898699
2202,Revaleiland                       , 1014 ZG ,81.0,3,2500.0,30.8641975308642,52.392854,4.878787
2204,Brouwersgracht 248 F                       , 1013 HE ,62.0,2,2500.0,40.32258064516129,52.382417,4.885611
2205,Kinkerstraat 324 4                       , 1053 GD ,48.0,2,2500.0,52.08333333333334,52.365,4.86305
2206,Buikslotermeerplein                       , 1025 EV ,70.0,3,1700.0,24.285714285714285,52.400503,4.9337
2207,Keizersgracht                       , 1017 ES ,62.0,2,4500.0,72.58064516129029,52.364336,4.892515
2208,Rapenburgerplein                       , 1011 VA ,40.0,1,3000.0,75.0,52.370237,4.911078
2209,Eosstraat                       , 1076 DT ,102.0,3,4450.0,43.62745098039216,52.346015,4.8552610000000005
2210,Pieter Cornelisz. Hooftstraat                       , 1071 BS ,84.0,3,6000.0,71.42857142857143,52.360453,4.8818220000000005
2211,Pieter Cornelisz. Hooftstraat                       , 1071 BS ,84.0,3,1000.0,11.904761904761903,52.360453,4.8818220000000005
2212,Korte Prinsengracht                       , 1013 GN ,88.0,3,3150.0,35.79545454545455,52.382197999999995,4.890019000000001
2213,Leidsekruisstraat 52                       , 1017 RJ ,100.0,3,4000.0,40.0,52.363285999999995,4.884373
2214,Vondelstraat 57 IV                       , 1054 GK ,58.0,1,3000.0,51.72413793103448,52.361503000000006,4.875125
2215,Driehoekstraat                       , 1015 GL ,70.0,3,2800.0,40.0,52.382661999999996,4.88291
2216,Bert Haanstrakade 392 B                       , 1087 EC ,59.0,2,2350.0,39.83050847457627,52.357354,4.999953
2218,Kerkstraat 83 A                       , 1017 GC ,70.0,2,2500.0,35.714285714285715,52.364698,4.886736
2219,Maassluisstraat 242                       , 1062 GL ,82.0,3,3500.0,42.68292682926829,52.349658000000005,4.8353019999999995
2220,Ditlaar                       , 1066 EE ,40.0,1,1800.0,45.0,52.343383,4.799384
2221,Sint Jacobsstraat                       , 1012 NC ,80.0,3,5000.0,62.5,52.376509999999996,4.895299
2222,Rustenburgerstraat                       , 1074 ET ,35.0,2,2500.0,71.42857142857143,52.35135,4.890665
2225,Koningin Wilhelminaplein                       , 1062 HJ ,65.0,2,3000.0,46.153846153846146,52.356321,4.838934
2226,Marnixstraat 192 D                       , 1016 TJ ,63.0,3,2500.0,39.68253968253968,52.371617,4.8758349999999995
2227,Haarlemmerdijk 42 C                       , 1013 JD ,64.0,2,3500.0,54.6875,52.382948,4.886692
2228,Eastonstraat 119                       , 1068 JD ,75.0,4,2500.0,33.333333333333336,52.356804,4.814618
2229,Van Woustraat 68 3                       , 1073 LN ,60.0,3,2900.0,48.33333333333334,52.360907,4.85225
2230,Silodam                       , 1013 AW ,90.0,3,4500.0,50.0,52.391011999999996,4.890873
2231,Willem de Zwijgerlaan 112 I                       , 1056 JV ,55.0,4,1700.0,30.90909090909091,52.373649,4.863697
2232,Keizersgracht 135 A2                       , 1015 CK ,54.0,2,2800.0,51.85185185185186,52.375988,4.886961
2233,Keizersgracht 135 HT                       , 1015 CK ,49.0,1,2000.0,40.81632653061224,52.375988,4.886961
2234,Kromme-Mijdrechtstraat                       , 1079 KR ,60.0,2,3500.0,58.33333333333334,52.347187,4.908138
2235,Ceintuurbaan                       , 1074 EB ,60.0,2,2800.0,46.66666666666666,52.354812,4.9010370000000005
2238,Van Nijenrodeweg 119                       , 1083 EH ,85.0,3,1700.0,20.0,52.327583000000004,4.88356
2239,Gerard Doustraat 88 1A                       , 1072 VW ,30.0,1,2000.0,66.66666666666667,52.35567,4.892034
2241,Kinkerstraat                       , 1053 GG ,50.0,2,2500.0,50.0,52.367585999999996,4.873204
2242,Cornelis van Vollenhovenstraat 178                       , 1063 KV ,77.0,3,2500.0,32.467532467532465,52.381001,4.820724
2243,Herengracht 76 hs                       , 1015 BR ,42.0,2,2500.0,59.523809523809526,52.377103999999996,4.88965
2244,Govert Flinckstraat 240 H                       , 1073 CD ,150.0,4,5500.0,36.66666666666666,52.355442,4.89553
2245,Ferdinand Bolstraat 100 2                       , 1072 LN ,65.0,2,3000.0,46.153846153846146,52.354225,4.890391
2246,Gustav Mahlerlaan                       , 1082 ME ,291.0,4,8800.0,30.240549828178693,52.336678000000006,4.877193
2247,Kranenburg                       , 1083 JM ,77.0,3,2750.0,35.714285714285715,52.332446999999995,4.881834
2248,Sint Jacobsstraat                       , 1012 NC ,64.0,2,2500.0,39.0625,52.376509999999996,4.895299
2250,Oude Doelenstraat                       , 1012 ED ,30.0,1,2500.0,83.33333333333333,52.371662,4.896365
2251,Schierstins 46                       , 1082 TH ,67.0,3,2500.0,37.3134328358209,52.333989,4.874699
2252,Ceintuurbaan                       , 1074 CV ,100.0,3,4000.0,40.0,52.354812,4.9010370000000005
2253,Revaleiland                       , 1014 ZG ,81.0,3,2500.0,30.8641975308642,52.392854,4.878787
2254,Revaleiland                       , 1014 ZG ,81.0,3,2500.0,30.8641975308642,52.392854,4.878787
2259,Brouwersgracht 248 A                       , 1013 HE ,78.0,2,4000.0,51.282051282051285,52.382417,4.885611
2260,Arent Janszoon Ernststraat                       , 1082 LJ ,85.0,5,4750.0,55.88235294117647,52.332122,4.888758
2261,Prinsengracht                       , 1017 KJ ,64.0,3,4500.0,70.3125,52.362122,4.898975
2262,Prinsengracht                       , 1017 KJ ,59.0,3,4500.0,76.27118644067797,52.362122,4.898975
2263,Bilderdijkkade                       , 1053 VN ,105.0,3,4500.0,42.857142857142854,52.368394,4.869371
2264,Bilderdijkkade                       , 1053 VN ,95.0,2,4500.0,47.368421052631575,52.368394,4.869371
2266,Rustenburgerstraat                       , 1073 GM ,45.0,2,3500.0,77.77777777777777,52.35135,4.890665
